309.3204,-1.1483592
309.3983,-1.0876086
309.36536,-1.2110785
309.46777,-1.1382664
309.6756,-1.2181988
309.79306,-1.180416
310.53284,-1.1184161
310.73834,-1.0866086
310.85678,-1.0871588
310.81638,-1.1568708
310.94394,-1.208923
311.00287,-1.0955211
311.1911,-1.0829933
311.3453,-1.1938777
311.4581,-1.1644938
311.51593,-1.0914185
311.44836,-1.1287212
311.6383,-1.2343739
311.60892,-1.063482
311.857,-1.077109
312.02075,-1.1057799
312.04034,-1.2119598
312.04974,-1.1602869
312.0585,-1.2385336
312.14728,-1.2246135
312.21115,-1.1218096
312.23083,-1.0855417
312.174,-1.1686646
312.2142,-1.0770711
312.30618,-1.135029
312.3145,-1.1860976
312.43677,-1.1940646
312.47592,-1.2243254
312.49307,-1.1272609
312.50754,-1.2220966
312.70148,-1.216578
312.75336,-1.1589334
312.96237,-1.1327529
313.0089,-1.1452514
312.9343,-1.0608485
313.01047,-1.067001
313.15366,-1.1393172
313.07864,-1.2457249
313.10727,-1.1321908
313.12262,-1.0727142
313.30356,-1.075265
313.28345,-1.0579175
313.44296,-1.1114609
313.5369,-1.1053596
313.57074,-1.2491454
313.5972,-1.1615386
314.06076,-1.1806825
314.06836,-1.1481407
314.12234,-1.2104268
314.56564,-1.2235537
314.71933,-1.2560157
315.10083,-1.2236234
315.0985,-1.2497514
315.01285,-1.2201673
315.5171,-1.0554023
315.5565,-1.1979469
315.83557,-1.0974431
315.84952,-1.1675353
315.903,-1.2285355
316.07523,-1.232212
316.20648,-1.2045939
316.43112,-1.0646936
316.53052,-1.1315689
316.5478,-1.1108989
316.5786,-1.0666928
316.75317,-1.2181742
316.63147,-1.0684401
316.89075,-1.2027584
316.79163,-1.1179179
316.81967,-1.1053535
317.034,-1.182436
317.05667,-1.2074226
317.0377,-1.1279594
317.08124,-1.2107197
317.0896,-1.1370094
317.16544,-1.1063546
317.19305,-1.1550838
317.56445,-1.2054896
317.59067,-1.2510201
317.5978,-1.1621209
317.6855,-1.2438695
317.7397,-1.2008151
317.9251,-1.2432472
318.0716,-1.052819
318.16653,-1.1513076
318.49258,-1.222663
318.60184,-1.0904298
318.63745,-1.19423
318.58542,-1.1543093
318.83295,-1.0745231
318.7957,-1.1707596
318.94904,-1.110832
319.0309,-1.2137135
319.12006,-1.0988207
