ID,Area,gz2_label,ra,dec,ea,fy0,fa,gy0,ga,eb,fb,gb,circ_0.0,circ_0.11,circ_0.22,circ_0.33,circ_0.44,circ_0.56,circ_0.67,circ_0.78,circ_0.89,circ_1.0,circ_log_0.0,circ_log_0.11,circ_log_0.22,circ_log_0.33,circ_log_0.44,circ_log_0.56,circ_log_0.67,circ_log_0.78,circ_log_0.89,circ_log_1.0,conv_0.0,conv_0.11,conv_0.22,conv_0.33,conv_0.44,conv_0.56,conv_0.67,conv_0.78,conv_0.89,conv_1.0,ami_1_0.0,ami_1_0.11,ami_1_0.22,ami_1_0.33,ami_1_0.44,ami_1_0.56,ami_1_0.67,ami_1_0.78,ami_1_0.89,ami_1_1.0,ami_log_1_0.0,ami_log_1_0.11,ami_log_1_0.22,ami_log_1_0.33,ami_log_1_0.44,ami_log_1_0.56,ami_log_1_0.67,ami_log_1_0.78,ami_log_1_0.89,ami_log_1_1.0,ami_2_0.0,ami_2_0.11,ami_2_0.22,ami_2_0.33,ami_2_0.44,ami_2_0.56,ami_2_0.67,ami_2_0.78,ami_2_0.89,ami_2_1.0,ami_log_2_0.0,ami_log_2_0.11,ami_log_2_0.22,ami_log_2_0.33,ami_log_2_0.44,ami_log_2_0.56,ami_log_2_0.67,ami_log_2_0.78,ami_log_2_0.89,ami_log_2_1.0,ami_3_0.0,ami_3_0.11,ami_3_0.22,ami_3_0.33,ami_3_0.44,ami_3_0.56,ami_3_0.67,ami_3_0.78,ami_3_0.89,ami_3_1.0,ami_log_3_0.0,ami_log_3_0.11,ami_log_3_0.22,ami_log_3_0.33,ami_log_3_0.44,ami_log_3_0.56,ami_log_3_0.67,ami_log_3_0.78,ami_log_3_0.89,ami_log_3_1.0,ami_4_0.0,ami_4_0.11,ami_4_0.22,ami_4_0.33,ami_4_0.44,ami_4_0.56,ami_4_0.67,ami_4_0.78,ami_4_0.89,ami_4_1.0,ami_log_4_0.0,ami_log_4_0.11,ami_log_4_0.22,ami_log_4_0.33,ami_log_4_0.44,ami_log_4_0.56,ami_log_4_0.67,ami_log_4_0.78,ami_log_4_0.89,ami_log_4_1.0
321,1058,Ei,315.5855,0.1622,0.020515634831279914,0.9116145571980663,0.0514032978410666,0.4972606230099752,0.04423004201363647,1.4882663561275364,1.0033891383293703,1.2331706678261143,1.0,0.9467965103846894,0.9015277629401027,0.9612764449652104,0.9030357588476645,0.8593210727383728,0.8391617020408989,0.8722268237298418,0.9085800731981152,0.9273749769389852,1.0,1.2336703069109378,1.071920499006644,0.8032951870099915,0.9009106361564131,0.8869067850114802,0.9454810087476664,0.9032131420543501,0.8413302657544894,0.9273749769389852,0.9204001739886897,0.43635000325580203,0.2568173560908274,0.1781257419206449,0.1316332132650707,0.11009475952375324,0.09594656406948308,0.06625279303436364,0.042141145102355185,1.0,0.0,0.9735543711426506,0.9924191153569527,0.9674707751850711,0.9917671772520466,1.0111690205314305,1.02048444383634,1.0053300997117818,0.9893805481199222,0.981408028540881,0.0,0.8731318540003948,0.9282135157436687,1.0377096819165412,0.992696239133013,0.9988052474530851,0.9738956927492057,0.9916905538818003,1.0194706319480626,0.981408028540881,0.0,0.036814069820359875,0.013502820580751458,0.0047368340889390025,0.22323682303331632,0.20625684895861288,0.1675344336073627,0.017028161366736575,0.0025379869856925266,0.0013430547952698855,0.0,0.060564740418524096,0.2587209660696962,0.06375946701787877,0.04344937877599793,0.008920832167038092,0.013355490386098665,0.22337204618086237,0.15026807658989189,0.0013430547952698855,0.0,0.07596071669605133,0.07455581462652641,0.17504793582361944,0.716506038167707,0.5741558053137394,0.38705336289456493,0.09603270846325013,0.07817790166119902,0.04485662606030748,0.0,0.22609768550482448,0.5998971716416285,0.2802695833873956,0.034177187495752895,0.10106858457322221,0.18195844143235185,0.7116961057552462,0.36877820311783654,0.04485662606030748,0.0,0.029803055968646668,0.0015117691589916485,0.0004954346457933655,0.41459327772961735,0.32470215759027576,0.18971153134825505,0.002440040769240987,0.00012245467900061805,3.492089347235212e-05,0.0,0.1570728703232231,0.5579916996869763,0.0325475170987679,0.005649619443264138,0.0011122561891223001,0.0024387667382815364,0.4130736799059849,0.15678251727012232,3.492089347235212e-05
475,849,Ei,315.5995,0.1864,0.03177652203524154,0.8340992980706384,0.1272105434676655,0.2630812288725113,0.03500778513911031,1.9048176762195783,0.7636817902490641,1.0911255423425523,1.0,0.9043607818823406,0.9305818581172569,0.9049721610355197,0.89211907909167,0.864244583680967,0.8049989257547399,0.8166085122365822,0.8503576293924803,0.8435014315980409,1.0,1.245668274149099,0.9223043670428115,0.9419174400356971,0.9315391229921787,0.9070659953991789,0.9004350520168433,0.8969777828734705,0.8053396807436981,0.8435014315980409,0.8748068006182369,0.14095581342299082,0.10003894907406731,0.09763002045001654,0.12566111666400243,0.12162086432065626,1.0,1.0,1.0,1.0,0.0,0.9911992815689239,0.9800661221705902,0.9909332634027437,0.9965152483152983,1.0089299871574866,1.0368452069573912,1.0312016997557203,1.0152809321526863,1.0184584635483238,0.0,0.8692525737626454,0.9848901550511514,0.97547636365272,0.9796659100634922,0.9900437132687879,0.992895919488606,0.9943938455535241,1.036678224574236,1.0184584635483238,0.0,0.01785386660140552,0.001591448504523305,0.009303880125627328,0.001698019482201961,0.010238064811258846,0.06362223354320497,0.13021383015974003,0.10115531072563243,0.13968093108428045,0.0,0.04220072156077731,0.18026747056987172,0.11123434019344178,0.004883108302950755,0.0026202292348828315,0.0020552322197306995,0.008517738349337778,0.06629406670902219,0.13968093108428045,0.0,0.224155675959051,0.045645285841663094,0.07697897452129285,0.02282270617949915,0.09413598365573375,0.18852500959894655,0.4605320949300509,0.4478654859451861,0.4102332793582594,0.0,0.1575414628631126,0.4179984318316142,0.1796861969441379,0.007961101324182537,0.018300284087433484,0.01345482179898658,0.05359902236348937,0.15923154270082962,0.4102332793582594,0.0,0.004461039125099997,7.702543811928732e-05,0.0008596965396251474,3.498621130893929e-05,0.0011136456050060703,0.02748575433587405,0.14676570531127894,0.09874493826544828,0.15053885430333744,0.0,0.10944626391826157,0.3887876199373886,0.13224726747483573,0.00013933421327208496,0.0001351532480844002,3.892383283915385e-05,0.0006202555197987251,0.026543032324275243,0.15053885430333744
622,2213,Ec,315.6116,0.1813,0.09230852543867782,0.5914310999974614,0.041409920566279734,0.12672887260146204,2.713387929005241e-05,0.981965514416061,0.9251644409822298,3.385468770667701,1.2732395447351628,0.886062715002478,0.7132528155556775,0.38668320325565253,0.46931344769369443,0.507557267825743,0.43463112283787064,0.31276501596066353,0.29215206963471374,0.3260990328140272,1.2732395447351628,0.9632635526885164,1.0005682689869329,0.9519569912208119,0.901303235601826,0.790904231568848,0.6056624505149251,0.4509498156981638,0.439882822040707,0.3260990328140272,0.5118538221348433,0.028952224024744774,0.01638475170447006,0.011518313597832466,0.009044936871939267,0.007071783515643941,0.18306732715276558,0.4553782181018439,0.727689109050922,1.0,0.8603380065709937,0.9991896996447797,1.084825690128985,1.345600166711135,1.2542131265075942,1.2221575873054495,1.300201125187055,1.4388065233902605,1.4508396820467822,1.4048825156920286,0.8603380065709937,0.9669413792668392,0.9523289671943865,0.9712464040045096,0.9925164538683581,1.0438175239029586,1.1611373427693241,1.2706007362123215,1.2942280627999383,1.4048825156920286,0.0,0.029879755248342008,0.021302400566794118,0.7031190553262285,0.15149958623460508,0.49348956625903134,0.6852754737570349,1.0425575792561075,1.1474974374284501,1.2768692763656468,0.0,0.2223422554108535,0.05812058728879538,0.028005244409071917,0.01255992152179122,0.024830783256501978,0.19144774436162115,0.11844848442159608,0.6698787552048636,1.2768692763656468,0.0,0.16699990069055273,0.16695657660078472,0.7171750916308623,0.36939148286976187,0.5380481302258405,0.6944939037315372,1.119647793113036,1.2193567281565125,1.273783994924064,0.0,1.0264366214907588,0.46615805387388415,0.33058027140868845,0.1504476100989387,0.1952922451974497,0.4529370527337486,0.3620513643273565,0.6761723178602714,1.273783994924064,0.0,0.009297960887396439,0.004715954440350978,1.3880417200452915,0.1588604088170874,0.8927781554649749,1.314842908290732,2.1745520844587274,2.421451671284313,2.6564115233434222,0.0,0.4781940619871963,0.05726931737467354,0.011156552941326158,0.002001563011020234,0.006591574843239772,0.30805464493486256,0.1083355630391398,1.27779459263639,2.6564115233434222
631,962,Ei(o),315.6105,0.1172,0.060166281190059186,0.8086490639489491,0.0867225901723214,0.4300857246881315,0.06990658697320068,1.1963051971130498,0.7133805758581739,0.9326752901270965,1.2732395447351628,0.9754769002965747,0.9267129044191419,0.9845987493529048,0.6305983186594346,0.7658552897760404,0.8478154875304236,0.8804348560398385,0.9056386827067642,0.8559237521961259,1.2732395447351628,0.8510617651191117,1.0175242471234467,1.0158643338231423,0.9636492176908079,0.9466616096726029,0.985736309741358,0.6486335224598918,0.8545157440962543,0.8559237521961259,0.7824318828792189,0.1720308873377349,0.08290998689780713,0.05539320623098698,0.043160974420319395,0.02923388638278778,0.02157655290037306,0.028844773689934447,0.19585280340504463,1.0,0.8603380065709937,0.9617953480866884,0.9816858471309376,0.9581922068157489,1.1387506747392542,1.0565491500670414,1.016455766203711,1.0016657579390806,0.9906447522052766,1.012721752002952,0.8603380065709937,1.0150420206307833,0.9455066917267372,0.9461391912391074,0.9665175269255687,0.9734103995859558,0.9577463559018772,1.1228211761159597,1.0133674211953367,1.012721752002952,0.0,0.007777864520838885,0.0007705302599471124,0.00030650037771648593,0.9263438663728115,0.4510759130579712,0.16011563489402178,0.03949673388652114,0.013379772661127037,0.2724019844025094,0.0,0.005484394769032872,0.0006273361128875345,0.0010547860450382074,0.009255641991656247,0.004052892155792793,0.0004484477373040519,0.8721060505601254,0.1115278351389353,0.2724019844025094,0.0,0.17167789172555686,0.011558715221083028,0.041798780252801496,1.0963163646239151,0.7892203842268232,0.45144792871139494,0.17289949624046508,0.09075585676801655,0.4323040209270062,0.0,0.012716681391072947,0.01981776056371407,0.032035051479985616,0.1225779840713436,0.05354232397549247,0.048466687796272265,1.119812600609997,0.3536075242329724,0.4323040209270062,0.0,0.0011845244824545621,7.642018787707986e-06,3.5306286830703644e-06,1.9997927948452294,0.9503002784858733,0.19566361086019168,0.012439442454198974,0.0016359720062337393,0.39882781815952423,0.0,0.01182836196626329,0.00015535789348276494,0.00013342848512512177,0.0014945735299928123,0.00022041403688165105,7.186236727950746e-06,1.9128748803836317,0.09734885196303038,0.39882781815952423
679,1753,Ei,315.6117,0.1313,0.03673369987447844,0.8315074537731865,0.02218832882057145,0.40045390628312105,0.02574292777773097,1.221223656415786,1.2646263508314124,1.2317393034472892,1.0,0.9019416952091136,0.6801250668273423,0.6671611625832118,0.7791311546586595,0.8368360911910762,0.890890060948413,0.8948768901332054,0.9240772363977972,0.914430026182131,1.0,1.205461973134469,1.0084213033951999,0.9849091677135089,0.9566686744323617,0.8147864982075164,0.6471877339542126,0.7577836450100394,0.8840174488745921,0.914430026182131,0.8489104116222748,0.23602877967127245,0.14891778555162916,0.11655042136401703,0.08158571155532206,0.04998553165315437,0.03468684862001484,0.02504367162941018,0.47853589448717254,1.0,0.0,0.9922428228583753,1.1038186363011715,1.1115253825731124,1.049746132726139,1.0215749617010765,0.9970522896397244,0.995308756423113,0.982793912982348,0.9868797281599522,0.0,0.882252401639015,0.949059922606338,0.9581046498928527,0.969346063387195,1.0321002762542275,1.1237178648324906,1.060749094138575,1.0000781114736572,0.9868797281599522,0.0,0.014663890637141202,0.031270633551871374,0.1765168818864914,0.005762459503317038,0.004976086463988348,0.04036819380329853,0.05067839057554028,0.003668751883886978,0.03675934823965608,0.0,0.10374373259226574,0.2536297315340955,0.023524062528693785,0.001996884782569511,0.008993148833321404,0.2958115031867006,0.0021634398146965733,0.03313302975063511,0.03675934823965608,0.0,0.11793164242584708,0.10304562054552281,0.27444101953441136,0.03178839881347158,0.017043550407590712,0.206458612438229,0.1841581241590241,0.02379177221447819,0.12739329359963406,0.0,0.3872804907340938,0.5880931693265061,0.038694950878941106,0.016448194665225943,0.0666491033882972,0.3667757870380897,0.009648688214666192,0.1814096175123272,0.12739329359963406,0.0,0.00223428737439747,0.006419116169696422,0.16821494852580585,0.00026136062098717106,0.0001534706385380517,0.014336476742120711,0.01901362771428913,0.00011388647552213686,0.009312819482940236,0.0,0.2690564640696372,0.5470112197301281,0.0035343643352693304,0.00011976997062621876,0.001402614360242531,0.41013023201780685,3.566994543475473e-05,0.009761218406071298,0.009312819482940236
699,1605,Ei,315.6131,0.0273,0.042653756784380055,0.8079936318303709,0.027189588048473108,0.29735196597983354,0.04055321395239019,1.1382182820121136,1.2117452712438472,0.8652565873794928,1.0,0.9686853194534535,0.9840456106248823,0.7545538785078993,0.912028231270878,0.9492040270298302,0.9589289757334309,0.7536980401133021,0.7313118592384822,0.6546655555243057,1.0,1.1975296157944635,1.0167605801993753,0.9983071374938683,0.9688998592270471,0.9772697801731799,0.9231355756324278,0.9015856023895826,0.9572146676377621,0.6546655555243057,0.6173076923076921,0.17363443102623694,0.1345457341788011,0.09034387164702641,0.05886182558006714,0.05428172836598153,0.05395593211198309,0.041934696980672904,0.46914523836432576,1.0,0.0,0.9644984305285421,0.9584096299840883,1.062444413846988,0.9879044612497212,0.9723695097451356,0.9684165518545301,1.069172049032734,1.0748701345161429,1.1191053415900725,0.0,0.884817155862297,0.9459059188870125,0.9528528341493884,0.9644381507572066,0.9610822197996044,0.9881123193287072,0.9923940839217822,0.9691101464367066,1.1191053415900725,0.0,0.007722157250043614,0.0019307523943049606,0.7238540149446608,0.08738815148475435,0.014659117346745831,0.003922929046725017,0.7488196748267766,0.6529582974701686,0.12531732535194073,0.0,0.11588551707240959,0.19015181293436104,0.004598112526434907,0.015587465747559884,0.00024691952367360585,0.2195674875322865,0.1625924287821526,0.003664815419665221,0.12531732535194073,0.0,0.12918351338771336,0.08781257664605574,1.085349616313969,0.5328373128995049,0.18621890304494232,0.11743199955854801,0.8997858226990905,0.9896672797436905,0.7215997359203092,0.0,0.43260569688438927,0.44090677904956466,0.2625204718516661,0.21136354553147513,0.022134882548500292,0.42911566131730844,0.6971348580002215,0.11556401072586919,0.7215997359203092,0.0,0.0009335201531269707,8.87342253270312e-05,1.6341579277517266,0.09029399842303643,0.002849742995075738,0.0002958499465593202,1.6142441406334584,1.45307653665743,0.19456381903116138,0.0,0.3005457312369783,0.41010639021196726,0.0009167363460763814,0.00469356790157795,2.2326793007068597e-06,0.4797693572028625,0.27026497344062583,0.0002646908924437528,0.19456381903116138
858,1890,Ei,315.6238,0.0579,0.06309901895014074,0.8242243938504363,0.04157425566077362,0.32506888503027487,0.013460827274641906,0.7665839735620161,1.0206860515118257,1.374133057843044,1.0,0.9942559425250117,0.9538908188034613,0.9489443814930277,0.8960181760367865,0.8893543489706116,0.8973582134775167,0.7117067378003372,0.8160528237861117,0.8751865383108095,1.0,1.1959591584531184,1.01841160003651,1.0305841980992696,0.9786014950762266,0.969078096549391,0.941497974478619,0.9169079779731192,0.9058759922535401,0.8751865383108095,0.7689178193653375,0.22854272648139817,0.13704872425563902,0.08785470520314213,0.05080701982731023,0.035447720910857995,0.028421155672357028,0.03268558913817842,0.47973622522311327,1.0,0.0,0.9544220443130099,0.9704597597284841,0.9724764388061394,0.9948112531577001,0.9977261853395206,0.9942278979769521,1.0869386491709256,1.0314694651178604,1.004004341349501,0.0,0.8853249288864746,0.9452814855182313,0.9406004344441921,0.9605562248858481,0.9643393821207595,0.9755346915537043,0.9858258807889835,0.9905425619462157,1.004004341349501,0.0,0.005557905181869261,0.00509327618591792,0.030429881207994475,0.07559291788625183,0.02297136693853185,0.036573815807372886,0.8396173788129847,0.3487045867493648,0.09183363753890833,0.0,0.11828992160095349,0.17758440689238883,0.000746396237625143,0.010164668898838602,0.0008827619273338593,0.013587497912858112,0.05385646428640134,0.009918962344074085,0.09183363753890833,0.0,0.05526666594856261,0.14389850091900264,0.31301323040276785,0.34341780854524695,0.14498649791779414,0.14876365024584845,1.060007656639655,0.7601332939744098,0.5551057249189104,0.0,0.44157935278106386,0.4117666394461582,0.2032958183187837,0.21984381035022682,0.010279933828104777,0.08912603183021574,0.37524332167521063,0.12464032086202842,0.5551057249189104,0.0,0.00034706568492751284,0.0004961198321752772,0.01229456456411863,0.05257506893439086,0.0048676705339284485,0.010105636871636712,1.829925189864761,0.717488035216684,0.10039407202797947,0.0,0.3067814624546352,0.3830018684010584,4.1430579099750624e-05,0.001816645932324658,1.1582087933055313e-05,0.001698206660496939,0.03322439163604377,0.0012424321157216097,0.10039407202797947
1290,2193,Ei,315.6603,0.1794,0.046347456905937785,0.715107071048762,0.10174596457952234,0.23724624218163928,0.021748679041784003,1.3374511658484531,0.6297237598681779,1.0217863036578032,1.0,1.001292686971733,0.9898130947232969,0.9793919220498402,0.9689866656420308,0.9493739162017133,0.940879368265713,0.9437490628703976,0.9142488024861047,0.9250601148278177,1.0,1.193685170033162,1.003806431338801,0.9605782883388794,0.9887481385780104,0.9966286537087546,0.9877449164966134,0.9720285310816484,0.9496775402072773,0.9250601148278177,0.8281722054380674,0.07702086800260456,0.042622509923496275,0.02910220409168893,0.020228068370916726,0.014796872132869381,0.147092520347847,0.4313950135652317,0.7156975067826158,1.0,0.0,0.9517015019583817,0.9561515685207748,0.9602420327791542,0.964374786063159,0.9723000633122899,0.9757890399528852,0.9746064800507243,0.9869569607127927,0.9823802831214048,0.0,0.8860601733085266,0.950747458745044,0.9677505737837768,0.9565698547713654,0.9535019503569796,0.9569595271899619,0.9631616102151062,0.972175994771758,0.9823802831214048,0.0,0.0002240338534066994,3.5352565523346525e-05,0.0006875319741433064,0.0007017585129921321,0.001450741723110764,0.0073592845109891275,0.001904699599570948,0.012758575140867874,0.004937037522122591,0.0,0.12176550404348681,0.028805327734912674,0.01762692690061184,0.0027823835940496817,0.0006227098786806985,0.00024096478335683885,0.000813716384295059,0.0011365677698445687,0.004937037522122591,0.0,0.0521664666550602,0.007497644378469179,0.023574602085884577,0.017391490939863932,0.02225514770190342,0.09295919125314199,0.06791912761116556,0.04812364829684596,0.006369789125756275,0.0,0.45457308771033433,0.2290407035294839,0.077975662563441,0.16879806656002255,0.030809665210493924,0.018398729048559305,0.02839697953943407,0.022421403881504872,0.006369789125756275,0.0,2.5769229513629525e-06,5.797208469611613e-08,9.143648318347302e-06,8.184928603731747e-06,2.727393020467442e-05,0.000669912080461433,7.363118451761866e-05,0.0010980122202439127,9.125315907015232e-05,0.0,0.31579588285909177,0.018687922958796295,0.002275372508514468,0.0002347112154667075,9.079775646757925e-06,1.6620404410234844e-06,1.3077617421070305e-05,1.897715557052436e-05,9.125315907015232e-05
1339,2261,Ec,315.6572,0.1006,0.017711632784522736,0.8985326552139536,0.009539394803605402,0.41531917897455567,0.21444049353105687,1.1881667666380653,1.5286193776307075,0.269811745073845,1.0,0.7490770936880728,0.5217336203255868,0.536119043302973,0.5415666632153955,0.5271681717595168,0.607953923807511,0.6521673321681175,0.5142621914142691,0.4410389660711087,1.0,1.0171889083072352,0.8501262014256874,0.7947112640422201,0.8088678747288297,0.6765123678946269,0.49055308577064033,0.515763996071721,0.5857545575970113,0.4410389660711087,0.5604858701041151,0.20838187482926554,0.14274202443639744,0.09833520327776624,0.07375910943815045,0.049143173871287193,0.024110411814604073,0.012705883218505914,0.22104863457085128,1.0,0.0,1.0653332783326064,1.210920485373223,1.1998447398261614,1.1957320451621107,1.2066984771859826,1.1488922639982637,1.12063983253293,1.2283209851827366,1.2797395605177895,0.0,0.9627716196278444,1.0166413130282093,1.0419422316491183,1.0349543503573244,1.1059652398099844,1.2360886617165114,1.2156124775826296,1.1639202447941286,1.2797395605177895,0.0,0.02673201053525143,1.0930189974472357,0.16699202953389994,0.008588342580936825,0.7005926630461452,0.1759149233465395,0.14330042820865346,1.0272685831027453,1.4091648073272602,0.0,0.0,0.06422083784621574,0.3390997974129468,0.11779600302471076,0.009981590142953974,0.7870084354047348,0.16857284344550055,0.2760809089292051,1.4091648073272602,0.0,0.13879767240523283,0.947804557846903,0.19837361268387918,0.04400548342580406,0.9734889249725682,0.5637592605833723,0.3909477123376564,1.2332970769925802,1.6880240231844195,0.0,0.0,0.1489089541470675,0.4631208613893677,0.38202611189001306,0.009344657969129954,0.6483112811065372,0.1415367647835548,0.6804856741277487,1.6880240231844195,0.0,0.005995023255117158,2.185973423710286,0.12896904778294935,0.0005679489836140582,1.5319384561729246,0.2587199910290212,0.15157336535255098,2.1356549858113922,3.078236010854293,0.0,0.0,0.13850718656931127,0.5480612356322958,0.11044718307592555,0.0010877411459035628,1.497121167042814,0.10984953267132277,0.5192618270952736,3.078236010854293
1698,839,Er,315.6892,0.2099,0.05529786781998197,0.8296878537685962,0.10431776349591484,0.2832093033090284,0.05724432188848841,1.3057644839095035,0.8448825925173329,0.8678521576359332,1.0,1.0045446540999454,0.9728769197837963,0.9542180568774038,0.9611554211572019,0.9808851533338515,0.979611429346418,0.9783044090726152,0.9601430538168716,0.9732640963824548,1.0,1.2463142210059146,1.13624978267486,0.9950193174483988,0.991040963010542,0.9971088498035661,0.9658960236682779,0.952167178431811,0.9811000222466112,0.9732640963824548,0.8703319502074662,0.1867120321733281,0.10800871477981593,0.07010087158645191,0.05681191087970909,0.0463665354186332,0.06550418411276955,0.1254736661937401,0.3212677905316389,1.0,0.0,0.9504559703413054,0.9628240103087248,0.9703261406593116,0.9675180445597881,0.9596529424232727,0.9601553395946557,0.9606716694804659,0.9679261769737543,0.9626699338859891,0.0,0.8690437209768864,0.9065246443802564,0.9541330308843254,0.9556735817777803,0.9533160723648576,0.9656120326811671,0.9711603736129681,0.9595682390697586,0.9626699338859891,0.0,0.014897588205502093,0.002761683409672461,0.0004829540824311686,0.00013305416650845965,0.0001262089611767094,6.731594110375823e-05,0.00011794954114892137,0.01317817077115321,0.0030726241591158263,0.0,0.04121328360736001,0.1760496000837609,0.02302422112095201,0.00035104504713878747,0.001247726748132767,0.00024020044572971918,0.0006575996663315777,4.373193211365175e-05,0.0030726241591158263,0.0,0.2545519294816248,0.08353974608690644,0.018264535580515096,0.004648560560724943,0.0047410432781616885,0.011564502172082759,0.0019302564909398148,0.11148410927141457,0.09039479039733586,0.0,0.15384959815156857,0.4082072134445437,0.4897354160516975,0.0695369002355526,0.019208212719305034,0.0074814613506832385,0.011377737155653087,0.005547468376636982,0.09039479039733586,0.0,0.0041939474230927335,0.0001514149892679319,4.763108688872703e-06,3.92786751576527e-07,3.3683214125176415e-07,1.9767457146241472e-07,1.7676131083468952e-07,0.0017934945561515138,0.00017671546135145932,0.0,0.10688482285198514,0.3796920316505645,0.015709583310387826,6.762204622935763e-06,2.0020492930406428e-05,1.0682344057410848e-06,5.933585639797804e-06,7.312484970760214e-08,0.00017671546135145932
